41.42,51.21
58.77,60.73
43.86,56.8
50.58,59.63
42.83,57.77
44.97,64.48
47.07,58.85
43.47,57.59
41.97,55.74
44.27,57.64
66.13,74.73
58.38,68.75
62.06,62.3
59.6,68.04
58.27,62.87
67.28,63.87
57.08,61.53
53.6,67.03
55.26,66.18
66.31,67.67
72.76,65.04
66.13,74.73
47.07,58.85
43.47,57.59
67.28,63.87
57.08,61.53
50.58,59.63
42.83,57.77
44.27,57.64
66.13,74.73
58.38,68.75
62.06,62.3
59.6,68.04
53.6,67.03
55.26,66.18
